id, H, T, MWDIR
201707071834.jpg,0.31,4.81,200.00
201707071934.jpg,0.40,4.88,298.00
201707072034.jpg,0.49,4.06,203.00
201707072134.jpg,0.68,3.78,354.00
201707072234.jpg,0.88,3.98,5.00
201707080134.jpg,0.99,4.43,14.00
201707081234.jpg,1.45,5.40,12.00
201707081334.jpg,1.30,5.43,5.00
201707081434.jpg,1.17,4.93,356.00
201707091934.jpg,0.23,2.44,284.00
201707092034.jpg,0.20,2.06,94.00
201707101234.jpg,0.64,2.87,334.00
201707101433.jpg,0.60,2.96,9.00
201707101534.jpg,0.52,2.77,348.00
201707102234.jpg,0.12,3.08,318.00
201707121234.jpg,0.48,2.77,16.00
201707122034.jpg,0.43,2.17,206.00
201707131233.jpg,0.36,2.89,287.00
201707131434.jpg,0.40,2.75,280.00
201707131934.jpg,0.36,2.82,270.00
201707132134.jpg,0.37,2.65,260.00
201707132234.jpg,0.39,2.85,294.00
201707141534.jpg,1.21,4.05,331.00
201707141734.jpg,1.30,4.51,357.00
201707141834.jpg,1.20,4.48,335.00
201707141934.jpg,1.27,4.61,352.00
201707142034.jpg,1.27,4.56,7.00
201707142134.jpg,1.26,4.97,24.00
201707142234.jpg,1.25,5.16,10.00
201707151234.jpg,0.64,4.74,277.00
201707151334.jpg,0.65,4.52,76.00
201707151434.jpg,0.58,4.72,29.00
201707152234.jpg,0.27,4.48,136.00
201707161233.jpg,0.49,3.69,252.00
201707161334.jpg,0.65,3.08,337.00
201707161434.jpg,0.58,3.18,355.00
201707161634.jpg,1.02,5.49,316.00
201707161934.jpg,1.27,5.90,358.00
201707171234.jpg,1.04,5.69,21.00
201707171334.jpg,0.91,5.29,351.00
201707180034.jpg,0.38,5.08,277.00
201707181234.jpg,0.27,3.47,52.00
201707182234.jpg,0.17,4.08,115.00
201707192034.jpg,0.30,2.30,307.00
201707192134.jpg,0.32,2.37,328.00
201707192234.jpg,0.31,2.25,332.00
201707202034.jpg,0.31,2.55,35.00
201707211334.jpg,0.24,2.03,77.00
201707211434.jpg,0.24,2.04,71.00
201707221534.jpg,0.33,2.22,262.00
201707221634.jpg,0.31,2.53,271.00
201707221734.jpg,0.37,2.14,319.00
201707221834.jpg,0.35,3.03,319.00
201707221934.jpg,0.30,2.93,314.00
201707222034.jpg,0.24,2.08,10.00
201707222134.jpg,0.22,2.39,236.00
201707222234.jpg,0.18,2.07,40.00
201707231734.jpg,0.13,3.03,16.00
201707231834.jpg,0.16,2.41,152.00
201707231934.jpg,0.16,2.05,112.00
201707232035.jpg,0.16,2.66,353.00
201707232134.jpg,0.18,2.33,163.00
201707240034.jpg,0.34,2.30,48.00
201707241234.jpg,1.56,6.20,0.00
201707241333.jpg,1.64,6.51,348.00
201707241533.jpg,1.83,6.44,342.00
201707252234.jpg,0.23,4.21,188.00
201707261234.jpg,0.39,2.32,197.00
201707261334.jpg,0.39,2.29,239.00
201707281333.jpg,1.16,5.82,9.00
201707281434.jpg,1.22,5.66,23.00
201707291234.jpg,1.34,5.22,17.00
201707291334.jpg,1.16,5.63,360.00
201707300034.jpg,1.23,4.50,29.00
201707301334.jpg,0.51,4.39,197.00
201707310034.jpg,0.34,2.70,32.00
201707311734.jpg,0.10,2.06,30.00
201707311834.jpg,0.12,2.17,175.00
201708010034.jpg,0.27,2.05,66.00
201708011634.jpg,0.10,2.03,72.00
201708011734.jpg,0.09,2.40,19.00
201708031234.jpg,0.80,5.82,353.00
201708031334.jpg,0.76,6.35,4.00
201708031434.jpg,0.77,5.96,352.00
201708031534.jpg,0.80,5.95,346.00
201708031934.jpg,0.93,6.60,329.00
201708042034.jpg,2.01,5.35,337.00
201708051234.jpg,1.63,6.67,19.00
201708051333.jpg,1.32,6.12,360.00
201708081234.jpg,0.68,4.75,29.00
201708082234.jpg,0.38,4.34,253.00
201708090034.jpg,0.29,4.22,93.00
201708111233.jpg,0.56,3.54,293.00
201708111333.jpg,0.54,3.15,295.00
201708111434.jpg,0.48,3.13,288.00
201708111534.jpg,0.48,3.05,293.00
201708111634.jpg,0.41,3.00,297.00
201708111934.jpg,0.36,2.69,331.00
201708112034.jpg,0.47,2.18,341.00
201708112234.jpg,0.55,3.03,337.00
201708121234.jpg,1.10,4.67,334.00
201708121334.jpg,1.08,4.58,180.00
201708121434.jpg,1.17,4.94,347.00
201708121734.jpg,1.28,5.75,58.00
201708130034.jpg,1.10,5.61,359.00
201708131234.jpg,0.51,5.15,353.00
201708132234.jpg,0.32,3.01,41.00
201708140034.jpg,0.28,2.38,21.00
201708141934.jpg,0.12,2.40,219.00
201708151834.jpg,0.22,2.43,315.00
201708151934.jpg,0.20,2.23,321.00
201708152234.jpg,0.49,2.27,23.00
201708160034.jpg,0.78,3.38,17.00
201708161234.jpg,0.52,4.41,181.00
201708161334.jpg,0.53,4.29,64.00
201708161434.jpg,0.48,4.34,218.00
201708162134.jpg,0.38,3.45,354.00
201708172234.jpg,1.04,3.66,292.00
201708180034.jpg,1.02,4.28,281.00
201708181234.jpg,1.20,4.32,93.00
201708181534.jpg,0.99,4.31,345.00
201708181634.jpg,1.02,4.58,343.00
201708182134.jpg,0.74,5.13,357.00
201708182234.jpg,0.68,4.72,355.00
201708190034.jpg,0.63,4.93,36.00
201708191333.jpg,0.85,4.31,38.00
201708191433.jpg,0.70,4.18,116.00
201708191534.jpg,0.64,4.02,179.00
201708192134.jpg,0.36,3.81,111.00
201708192234.jpg,0.32,4.01,112.00
201708201834.jpg,0.18,2.23,187.00
201708202034.jpg,0.19,2.09,255.00
201708211234.jpg,0.42,2.36,200.00
201708211934.jpg,0.16,2.37,286.00
201708221233.jpg,1.18,3.91,277.00
201708221333.jpg,1.25,4.03,352.00
201708222033.jpg,0.93,4.63,303.00
201708222134.jpg,0.72,4.06,333.00
201708222234.jpg,0.96,3.51,339.00
201708230034.jpg,1.34,4.40,335.00
201708231233.jpg,1.29,5.62,11.00
201708231333.jpg,1.33,5.87,356.00
201708232233.jpg,0.89,5.34,358.00
201708240034.jpg,0.76,4.30,33.00
201708261234.jpg,0.37,2.41,54.00
201708281234.jpg,0.37,2.15,172.00
201708291233.jpg,0.16,3.64,37.00
201708291433.jpg,0.18,3.49,18.00
201708291534.jpg,0.21,2.83,10.00
201708291634.jpg,0.22,2.17,36.00
201708291934.jpg,0.41,2.06,20.00
201708292034.jpg,0.60,2.21,182.00
201708292233.jpg,0.81,3.01,359.00
201708300033.jpg,0.72,3.61,36.00
201708301233.jpg,0.52,3.66,349.00
201708301334.jpg,0.46,3.55,354.00
201708301434.jpg,0.50,3.47,3.00
201708301534.jpg,0.47,3.45,12.00
201708301934.jpg,0.36,3.12,324.00
201708302034.jpg,0.33,3.17,5.00
201708302134.jpg,0.30,3.30,333.00
201708302234.jpg,0.27,3.25,317.00
201708311234.jpg,1.57,5.59,19.00
201709011234.jpg,1.23,6.37,350.00
201709011334.jpg,1.27,6.30,17.00
201709012234.jpg,0.93,5.42,34.00
201709021333.jpg,0.48,3.15,7.00
201709021434.jpg,0.43,4.33,8.00
201709021634.jpg,0.43,4.15,255.00
201709021834.jpg,0.41,3.95,105.00
201709021934.jpg,0.36,3.98,80.00
201709022034.jpg,0.33,3.35,288.00
201709022134.jpg,0.30,3.65,155.00
201709031234.jpg,0.42,3.19,297.00
201709031334.jpg,0.39,3.26,279.00
201709031434.jpg,0.43,3.11,305.00
201709031634.jpg,0.39,2.95,306.00
201709031734.jpg,0.36,2.88,320.00
201709031834.jpg,0.40,3.22,326.00
201709031934.jpg,0.33,3.06,353.00
201709032034.jpg,0.30,2.96,326.00
201709032134.jpg,0.31,2.93,5.00
201709032234.jpg,0.30,2.72,82.00
201709041234.jpg,0.73,3.17,238.00
201709041334.jpg,0.74,3.10,231.00
201709041433.jpg,0.85,3.52,265.00
201709051234.jpg,1.86,5.62,338.00
201709051334.jpg,1.82,5.72,360.00
201709051834.jpg,1.37,5.13,318.00
201709051934.jpg,1.30,5.28,20.00
201709052034.jpg,1.27,5.17,358.00
201709061533.jpg,1.33,4.89,342.00
201709062034.jpg,1.51,5.59,14.00
201709071234.jpg,1.21,5.47,88.00
201709071334.jpg,1.27,5.47,12.00
201709071434.jpg,1.18,5.35,307.00
201709072034.jpg,0.69,4.65,9.00
201709072234.jpg,0.73,5.08,21.00
201709081234.jpg,0.60,4.11,226.00
201709081334.jpg,0.52,4.01,126.00
201709081634.jpg,0.46,4.06,124.00
201709081934.jpg,0.31,3.89,22.00
201709082233.jpg,0.74,3.74,60.00
201709091234.jpg,0.72,6.34,32.00
201709091333.jpg,0.72,6.27,291.00
201709092133.jpg,0.54,2.74,42.00
201709101234.jpg,0.37,2.06,125.00
201709101334.jpg,0.38,2.16,117.00
201709101534.jpg,0.38,2.02,125.00
201709102233.jpg,0.34,2.07,39.00
201709112033.jpg,0.39,2.04,18.00
201709112133.jpg,0.43,2.31,24.00
201709121434.jpg,0.25,2.19,60.00
201709121634.jpg,0.34,2.18,31.00
201709121734.jpg,0.40,2.34,58.00
201709121834.jpg,0.43,2.51,51.00
201709122034.jpg,0.60,3.02,34.00
201709122234.jpg,0.76,3.19,37.00
201709141734.jpg,0.06,2.35,151.00
201709142034.jpg,0.06,2.07,216.00
201709142234.jpg,0.08,2.11,183.00
201709151234.jpg,0.29,2.01,189.00
201709161233.jpg,0.37,2.07,184.00
201709161434.jpg,0.29,2.06,188.00
201709161934.jpg,0.21,2.12,165.00
201709162034.jpg,0.22,2.09,174.00
201709171334.jpg,0.33,2.07,208.00
201709181233.jpg,0.71,4.52,40.00
201709181334.jpg,0.65,4.14,12.00
201709182134.jpg,0.55,4.22,37.00
201709191234.jpg,0.45,3.84,32.00
201709191433.jpg,0.41,4.29,66.00
201709191733.jpg,0.36,4.31,153.00
201709191933.jpg,0.46,4.11,189.00
201709192234.jpg,0.45,4.19,113.00
201709221834.jpg,0.09,2.57,184.00
201709221934.jpg,0.12,2.17,261.00
201709222034.jpg,0.10,2.20,280.00
201709222134.jpg,0.11,2.38,179.00
201709222234.jpg,0.11,2.81,128.00
201709231934.jpg,0.15,2.57,350.00
201709232034.jpg,0.17,2.05,153.00
201709241834.jpg,0.18,2.33,50.00
201709241934.jpg,0.19,2.12,142.00
201709252134.jpg,0.09,2.23,314.00
201709252234.jpg,0.10,2.26,83.00
201709262134.jpg,0.22,2.45,242.00
201709271734.jpg,1.26,6.28,38.00
201709272234.jpg,1.26,6.02,13.00
201709281234.jpg,0.98,5.28,353.00
201709282133.jpg,0.72,5.16,300.00
201709282234.jpg,0.69,5.08,360.00
201709292234.jpg,1.91,6.79,2.00
201710012134.jpg,0.34,2.00,109.00
201710021233.jpg,0.54,2.54,200.00
201710021333.jpg,0.44,2.32,185.00
201710031233.jpg,0.48,2.54,193.00
201710031433.jpg,0.58,2.58,298.00
201710032033.jpg,0.55,2.80,289.00
201710032134.jpg,0.55,2.83,252.00
201710032233.jpg,0.51,2.72,256.00
201710041833.jpg,0.92,3.20,336.00
201710042033.jpg,0.88,4.34,27.00
201710042134.jpg,0.81,5.07,37.00
201710051334.jpg,0.41,3.72,324.00
201710051934.jpg,0.40,4.36,227.00
201710052134.jpg,0.36,4.20,124.00
201710052233.jpg,0.46,4.21,332.00
201710071233.jpg,0.59,2.32,205.00
201710071934.jpg,0.99,3.45,285.00
201710072133.jpg,0.84,3.55,261.00
201710081233.jpg,0.69,3.91,269.00
201710092034.jpg,0.12,2.10,283.00
201710101233.jpg,1.21,5.44,359.00
201710101433.jpg,1.11,5.61,18.00
201710131534.jpg,0.37,2.21,254.00
201710131634.jpg,0.35,2.21,250.00
201710141633.jpg,0.27,2.22,140.00
201710161234.jpg,1.32,5.84,19.00
201710162034.jpg,0.59,6.09,12.00
201710162134.jpg,0.53,5.96,344.00
201710162234.jpg,0.44,5.91,40.00
201710171233.jpg,0.74,3.60,264.00
201710181233.jpg,0.52,2.16,217.00
201710182234.jpg,0.63,3.29,245.00
201710191233.jpg,0.70,3.50,267.00
201710191333.jpg,0.70,3.66,296.00
201710191434.jpg,0.56,3.48,251.00
201710191534.jpg,0.51,3.37,298.00
201710191634.jpg,0.53,3.28,298.00
201710191734.jpg,0.51,3.20,312.00
201710191834.jpg,0.45,3.37,348.00
201710191934.jpg,0.40,3.91,89.00
201710192034.jpg,0.37,3.83,14.00
201710201233.jpg,0.36,2.18,179.00
201710202234.jpg,0.24,2.10,247.00
201710211333.jpg,0.37,2.07,193.00
201710211934.jpg,0.44,2.23,233.00
201710212034.jpg,0.44,2.17,216.00
201710212234.jpg,0.41,2.15,201.00
201710221233.jpg,0.61,2.60,182.00
201710232234.jpg,1.89,5.57,7.00
201710251233.jpg,1.91,7.90,2.00
201710251433.jpg,1.74,7.73,348.00
201710251533.jpg,1.50,7.82,20.00
201710251634.jpg,1.46,7.74,2.00
201710251934.jpg,1.02,6.49,354.00
201710252034.jpg,0.98,6.45,7.00
201710252233.jpg,0.85,6.38,4.00
201710261234.jpg,0.37,3.79,180.00
201710261333.jpg,0.43,2.12,159.00
201710262134.jpg,0.49,2.38,161.00
201710262233.jpg,0.51,2.42,159.00
201710271433.jpg,1.57,5.16,309.00
201710271533.jpg,1.50,5.24,303.00
201710281333.jpg,1.38,4.26,302.00
201710291534.jpg,0.99,4.72,291.00
201710291634.jpg,1.03,5.20,328.00
201710291734.jpg,1.00,5.76,32.00
201710291833.jpg,0.91,5.94,10.00
201710291934.jpg,0.79,6.44,356.00
201710292033.jpg,0.69,5.87,327.00
201710292234.jpg,0.66,5.86,324.00
201710301333.jpg,1.36,4.41,280.00
201710301533.jpg,1.76,4.68,298.00
201710301634.jpg,1.95,4.93,316.00
201710301834.jpg,1.69,5.18,335.00
201710302034.jpg,2.03,5.10,325.00
201710311934.jpg,0.89,4.92,327.00
201710312033.jpg,0.79,5.60,341.00
201710312233.jpg,0.60,5.46,320.00
201711011833.jpg,0.41,2.23,192.00
201711021633.jpg,0.23,2.35,303.00
201711031233.jpg,2.58,6.31,13.00
201711031634.jpg,1.71,6.60,354.00
201711032233.jpg,1.16,5.82,358.00
201711041233.jpg,0.73,3.40,134.00
201711041333.jpg,0.70,3.51,61.00
201711052134.jpg,0.80,3.58,356.00
201711061433.jpg,1.79,6.55,16.00
201711061534.jpg,1.64,6.64,353.00
201711061833.jpg,1.37,6.15,30.00
201711062033.jpg,1.43,5.49,17.00
201711062133.jpg,1.40,5.95,85.00
201711071233.jpg,0.90,4.25,34.00
201711071333.jpg,0.98,4.50,44.00
201711071933.jpg,1.09,4.48,36.00
201711072033.jpg,1.15,4.73,84.00
201711081234.jpg,0.55,4.73,226.00
201711081334.jpg,0.55,4.60,256.00
201711081934.jpg,0.40,3.79,4.00
201711082034.jpg,0.39,3.94,113.00
201711082133.jpg,0.37,3.93,21.00
201711082233.jpg,0.36,4.33,112.00
201711091433.jpg,1.49,3.71,270.00
201711091633.jpg,1.51,4.48,314.00
201711092233.jpg,2.24,6.05,351.00
201711102133.jpg,1.06,6.51,0.00
201711102233.jpg,1.05,6.58,351.00
201711111233.jpg,0.40,2.13,161.00
201711111333.jpg,0.39,2.10,148.00
